date,route,vessel_class,period,price
2021-03-26,Mozambique-Gangavaram,Capesize,3M,22.89
2021-03-26,Mozambique-Gangavaram,Capesize,6M,22.98
2021-03-26,Mozambique-Gangavaram,Capesize,1Y,22.99
2021-03-26,Mozambique-Gopalpur,Panamax,1M,21.87
2021-03-26,Mozambique-Gopalpur,Panamax,3M,22.79
2021-03-26,Mozambique-Gopalpur,Panamax,6M,22.37
2021-03-26,Mozambique-Gopalpur,Panamax,1Y,23.03
2021-03-26,Mozambique-Gopalpur,Capesize,1M,23.67
2021-03-26,Mozambique-Gopalpur,Capesize,3M,23.67
2021-03-26,Mozambique-Gopalpur,Capesize,6M,24.15
2021-03-26,Mozambique-Gopalpur,Capesize,1Y,24.13
2021-03-26,Mozambique-Haldia,Panamax,1M,20.64
2021-03-26,Mozambique-Haldia,Panamax,3M,21.25
2021-03-26,Mozambique-Haldia,Panamax,6M,21.82
2021-03-26,Mozambique-Haldia,Panamax,1Y,22.3
2021-03-26,Mozambique-Haldia,Capesize,1M,19.87
2021-03-26,Mozambique-Haldia,Capesize,3M,20.71
2021-03-26,Mozambique-Haldia,Capesize,6M,20.58
2021-03-26,Mozambique-Haldia,Capesize,1Y,20.9
2021-03-26,USA-Paradip,Panamax,1M,29.64
2021-03-26,USA-Paradip,Panamax,3M,30.52
2021-03-26,USA-Paradip,Panamax,6M,30.98
2021-03-26,USA-Paradip,Panamax,1Y,31.4
2021-03-26,USA-Paradip,Capesize,1M,32.63
2021-03-26,USA-Paradip,Capesize,3M,33.88
2021-03-26,USA-Paradip,Capesize,6M,32.55
2021-03-26,USA-Paradip,Capesize,1Y,34.5
2021-03-26,USA-Vizag,Panamax,1M,33.87
2021-03-26,USA-Vizag,Panamax,3M,33.88
2021-03-26,USA-Vizag,Panamax,6M,33.6
2021-03-26,USA-Vizag,Panamax,1Y,33.82
2021-03-26,USA-Vizag,Capesize,1M,36.96
2021-03-26,USA-Vizag,Capesize,3M,36.77
2021-03-26,USA-Vizag,Capesize,6M,37.62
2021-03-26,USA-Vizag,Capesize,1Y,38.69
2021-03-26,USA-Dhamra,Panamax,1M,32.41
2021-03-26,USA-Dhamra,Panamax,3M,31.62
2021-03-26,USA-Dhamra,Panamax,6M,31.48
2021-03-26,USA-Dhamra,Panamax,1Y,32.51
2021-03-26,USA-Dhamra,Capesize,1M,34.15
2021-03-26,USA-Dhamra,Capesize,3M,33.52
2021-03-26,USA-Dhamra,Capesize,6M,35.47
2021-03-26,USA-Dhamra,Capesize,1Y,35.03
2021-03-26,USA-Gangavaram,Panamax,1M,36.75
2021-03-26,USA-Gangavaram,Panamax,3M,37.0
2021-03-26,USA-Gangavaram,Panamax,6M,35.44
2021-03-26,USA-Gangavaram,Panamax,1Y,37.75
2021-03-26,USA-Gangavaram,Capesize,1M,33.07
2021-03-26,USA-Gangavaram,Capesize,3M,33.79
2021-03-26,USA-Gangavaram,Capesize,6M,33.68
2021-03-26,USA-Gangavaram,Capesize,1Y,34.12
2021-03-26,USA-Gopalpur,Panamax,1M,30.1
2021-03-26,USA-Gopalpur,Panamax,3M,30.32
2021-03-26,USA-Gopalpur,Panamax,6M,30.89
2021-03-26,USA-Gopalpur,Panamax,1Y,31.03
2021-03-26,USA-Gopalpur,Capesize,1M,31.18
2021-03-26,USA-Gopalpur,Capesize,3M,32.1
2021-03-26,USA-Gopalpur,Capesize,6M,31.92
2021-03-26,USA-Gopalpur,Capesize,1Y,32.33
2021-03-26,USA-Haldia,Panamax,1M,35.57
2021-03-26,USA-Haldia,Panamax,3M,36.52
2021-03-26,USA-Haldia,Panamax,6M,34.69
2021-03-26,USA-Haldia,Panamax,1Y,37.23
2021-03-26,USA-Haldia,Capesize,1M,29.24
2021-03-26,USA-Haldia,Capesize,3M,29.82
2021-03-26,USA-Haldia,Capesize,6M,30.05
2021-03-26,USA-Haldia,Capesize,1Y,30.88
2021-04-25,Australia-Paradip,Panamax,1M,14.8
2021-04-25,Australia-Paradip,Panamax,3M,15.24
2021-04-25,Australia-Paradip,Panamax,6M,15.27
2021-04-25,Australia-Paradip,Panamax,1Y,15.97
2021-04-25,Australia-Paradip,Capesize,1M,14.93
2021-04-25,Australia-Paradip,Capesize,3M,15.14
2021-04-25,Australia-Paradip,Capesize,6M,15.19
2021-04-25,Australia-Paradip,Capesize,1Y,15.44
2021-04-25,Australia-Vizag,Panamax,1M,15.66
2021-04-25,Australia-Vizag,Panamax,3M,15.8
2021-04-25,Australia-Vizag,Panamax,6M,16.05
2021-04-25,Australia-Vizag,Panamax,1Y,16.3
2021-04-25,Australia-Vizag,Capesize,1M,17.97
2021-04-25,Australia-Vizag,Capesize,3M,18.22
2021-04-25,Australia-Vizag,Capesize,6M,18.44
2021-04-25,Australia-Vizag,Capesize,1Y,18.55
2021-04-25,Australia-Dhamra,Panamax,1M,14.61
2021-04-25,Australia-Dhamra,Panamax,3M,15.31
2021-04-25,Australia-Dhamra,Panamax,6M,15.54
2021-04-25,Australia-Dhamra,Panamax,1Y,16.29
2021-04-25,Australia-Dhamra,Capesize,1M,15.52
2021-04-25,Australia-Dhamra,Capesize,3M,15.92
2021-04-25,Australia-Dhamra,Capesize,6M,15.89
2021-04-25,Australia-Dhamra,Capesize,1Y,16.47
2021-04-25,Australia-Gangavaram,Panamax,1M,14.0
2021-04-25,Australia-Gangavaram,Panamax,3M,14.39
2021-04-25,Australia-Gangavaram,Panamax,6M,14.24
2021-04-25,Australia-Gangavaram,Panamax,1Y,14.76
2021-04-25,Australia-Gangavaram,Capesize,1M,15.73
2021-04-25,Australia-Gangavaram,Capesize,3M,15.68
2021-04-25,Australia-Gangavaram,Capesize,6M,16.22
2021-04-25,Australia-Gangavaram,Capesize,1Y,16.22
2021-04-25,Australia-Gopalpur,Panamax,1M,16.33
2021-04-25,Australia-Gopalpur,Panamax,3M,16.77
2021-04-25,Australia-Gopalpur,Panamax,6M,16.77
2021-04-25,Australia-Gopalpur,Panamax,1Y,17.22
2021-04-25,Australia-Gopalpur,Capesize,1M,16.75
2021-04-25,Australia-Gopalpur,Capesize,3M,16.6
2021-04-25,Australia-Gopalpur,Capesize,6M,16.69
2021-04-25,Australia-Gopalpur,Capesize,1Y,17.58
2021-04-25,Australia-Haldia,Panamax,1M,16.37
2021-04-25,Australia-Haldia,Panamax,3M,16.63
2021-04-25,Australia-Haldia,Panamax,6M,16.79
2021-04-25,Australia-Haldia,Panamax,1Y,17.16
2021-04-25,Australia-Haldia,Capesize,1M,19.06
2021-04-25,Australia-Haldia,Capesize,3M,19.59
2021-04-25,Australia-Haldia,Capesize,6M,19.48
2021-04-25,Australia-Haldia,Capesize,1Y,20.11
2021-04-25,Indonesia-Paradip,Panamax,1M,9.6
2021-04-25,Indonesia-Paradip,Panamax,3M,9.5
2021-04-25,Indonesia-Paradip,Panamax,6M,9.75
2021-04-25,Indonesia-Paradip,Panamax,1Y,9.63
2021-04-25,Indonesia-Paradip,Capesize,1M,12.45
2021-04-25,Indonesia-Paradip,Capesize,3M,13.04
2021-04-25,Indonesia-Paradip,Capesize,6M,13.28
2021-04-25,Indonesia-Paradip,Capesize,1Y,12.86
2021-04-25,Indonesia-Vizag,Panamax,1M,10.34
2021-04-25,Indonesia-Vizag,Panamax,3M,10.68
2021-04-25,Indonesia-Vizag,Panamax,6M,10.45
2021-04-25,Indonesia-Vizag,Panamax,1Y,10.9
2021-04-25,Indonesia-Vizag,Capesize,1M,9.84
2021-04-25,Indonesia-Vizag,Capesize,3M,9.78
2021-04-25,Indonesia-Vizag,Capesize,6M,10.1
2021-04-25,Indonesia-Vizag,Capesize,1Y,9.97
2021-04-25,Indonesia-Dhamra,Panamax,1M,9.55
2021-04-25,Indonesia-Dhamra,Panamax,3M,9.42
2021-04-25,Indonesia-Dhamra,Panamax,6M,9.59
2021-04-25,Indonesia-Dhamra,Panamax,1Y,9.93
2021-04-25,Indonesia-Dhamra,Capesize,1M,10.96
2021-04-25,Indonesia-Dhamra,Capesize,3M,11.02
2021-04-25,Indonesia-Dhamra,Capesize,6M,10.91
2021-04-25,Indonesia-Dhamra,Capesize,1Y,11.63
2021-04-25,Indonesia-Gangavaram,Panamax,1M,9.56
2021-04-25,Indonesia-Gangavaram,Panamax,3M,9.97
2021-04-25,Indonesia-Gangavaram,Panamax,6M,9.86
2021-04-25,Indonesia-Gangavaram,Panamax,1Y,10.27
2021-04-25,Indonesia-Gangavaram,Capesize,1M,11.75
2021-04-25,Indonesia-Gangavaram,Capesize,3M,12.28
2021-04-25,Indonesia-Gangavaram,Capesize,6M,12.45
2021-04-25,Indonesia-Gangavaram,Capesize,1Y,12.75
2021-04-25,Indonesia-Gopalpur,Panamax,1M,11.42
2021-04-25,Indonesia-Gopalpur,Panamax,3M,11.26
2021-04-25,Indonesia-Gopalpur,Panamax,6M,11.2
2021-04-25,Indonesia-Gopalpur,Panamax,1Y,11.57
2021-04-25,Indonesia-Gopalpur,Capesize,1M,9.81
2021-04-25,Indonesia-Gopalpur,Capesize,3M,9.88
2021-04-25,Indonesia-Gopalpur,Capesize,6M,9.86
2021-04-25,Indonesia-Gopalpur,Capesize,1Y,10.34
2021-04-25,Indonesia-Haldia,Panamax,1M,9.51
2021-04-25,Indonesia-Haldia,Panamax,3M,9.64
2021-04-25,Indonesia-Haldia,Panamax,6M,9.8
2021-04-25,Indonesia-Haldia,Panamax,1Y,10.26
2021-04-25,Indonesia-Haldia,Capesize,1M,9.99
2021-04-25,Indonesia-Haldia,Capesize,3M,9.89
2021-04-25,Indonesia-Haldia,Capesize,6M,10.23
2021-04-25,Indonesia-Haldia,Capesize,1Y,10.31
2021-04-25,Russia-Paradip,Panamax,1M,22.6
2021-04-25,Russia-Paradip,Panamax,3M,22.6
2021-04-25,Russia-Paradip,Panamax,6M,22.71
2021-04-25,Russia-Paradip,Panamax,1Y,23.4
2021-04-25,Russia-Paradip,Capesize,1M,19.93
2021-04-25,Russia-Paradip,Capesize,3M,20.58
2021-04-25,Russia-Paradip,Capesize,6M,20.55
2021-04-25,Russia-Paradip,Capesize,1Y,20.75
2021-04-25,Russia-Vizag,Panamax,1M,22.91
2021-04-25,Russia-Vizag,Panamax,3M,23.82
2021-04-25,Russia-Vizag,Panamax,6M,23.35
2021-04-25,Russia-Vizag,Panamax,1Y,24.43
2021-04-25,Russia-Vizag,Capesize,1M,20.72
2021-04-25,Russia-Vizag,Capesize,3M,20.78
2021-04-25,Russia-Vizag,Capesize,6M,20.82
2021-04-25,Russia-Vizag,Capesize,1Y,21.22
2021-04-25,Russia-Dhamra,Panamax,1M,24.58
2021-04-25,Russia-Dhamra,Panamax,3M,24.98
2021-04-25,Russia-Dhamra,Panamax,6M,25.38
2021-04-25,Russia-Dhamra,Panamax,1Y,26.1
2021-04-25,Russia-Dhamra,Capesize,1M,22.52
2021-04-25,Russia-Dhamra,Capesize,3M,22.4
2021-04-25,Russia-Dhamra,Capesize,6M,22.29
2021-04-25,Russia-Dhamra,Capesize,1Y,23.06
2021-04-25,Russia-Gangavaram,Panamax,1M,21.96
2021-04-25,Russia-Gangavaram,Panamax,3M,21.49
2021-04-25,Russia-Gangavaram,Panamax,6M,21.98
2021-04-25,Russia-Gangavaram,Panamax,1Y,21.91
2021-04-25,Russia-Gangavaram,Capesize,1M,26.27
2021-04-25,Russia-Gangavaram,Capesize,3M,25.89
2021-04-25,Russia-Gangavaram,Capesize,6M,26.2
2021-04-25,Russia-Gangavaram,Capesize,1Y,27.12
2021-04-25,Russia-Gopalpur,Panamax,1M,21.35
2021-04-25,Russia-Gopalpur,Panamax,3M,21.79
2021-04-25,Russia-Gopalpur,Panamax,6M,21.87
2021-04-25,Russia-Gopalpur,Panamax,1Y,22.58
2021-04-25,Russia-Gopalpur,Capesize,1M,23.76
2021-04-25,Russia-Gopalpur,Capesize,3M,24.28
2021-04-25,Russia-Gopalpur,Capesize,6M,24.85
2021-04-25,Russia-Gopalpur,Capesize,1Y,24.74
2021-04-25,Russia-Haldia,Panamax,1M,19.25
2021-04-25,Russia-Haldia,Panamax,3M,20.12
2021-04-25,Russia-Haldia,Panamax,6M,20.13
2021-04-25,Russia-Haldia,Panamax,1Y,21.23
2021-04-25,Russia-Haldia,Capesize,1M,20.94
2021-04-25,Russia-Haldia,Capesize,3M,20.86
2021-04-25,Russia-Haldia,Capesize,6M,21.53
2021-04-25,Russia-Haldia,Capesize,1Y,22.32
2021-04-25,Mozambique-Paradip,Panamax,1M,19.44
2021-04-25,Mozambique-Paradip,Panamax,3M,19.65
2021-04-25,Mozambique-Paradip,Panamax,6M,19.89
2021-04-25,Mozambique-Paradip,Panamax,1Y,20.2
2021-04-25,Mozambique-Paradip,Capesize,1M,22.79
2021-04-25,Mozambique-Paradip,Capesize,3M,22.84
2021-04-25,Mozambique-Paradip,Capesize,6M,22.65
2021-04-25,Mozambique-Paradip,Capesize,1Y,23.76
2021-04-25,Mozambique-Vizag,Panamax,1M,21.05
2021-04-25,Mozambique-Vizag,Panamax,3M,21.51
2021-04-25,Mozambique-Vizag,Panamax,6M,22.06
2021-04-25,Mozambique-Vizag,Panamax,1Y,22.55
2021-04-25,Mozambique-Vizag,Capesize,1M,20.92
2021-04-25,Mozambique-Vizag,Capesize,3M,21.01
2021-04-25,Mozambique-Vizag,Capesize,6M,21.17
2021-04-25,Mozambique-Vizag,Capesize,1Y,21.71
2021-04-25,Mozambique-Dhamra,Panamax,1M,21.61
2021-04-25,Mozambique-Dhamra,Panamax,3M,20.68
2021-04-25,Mozambique-Dhamra,Panamax,6M,20.77
2021-04-25,Mozambique-Dhamra,Panamax,1Y,21.75
2021-04-25,Mozambique-Dhamra,Capesize,1M,21.61
2021-04-25,Mozambique-Dhamra,Capesize,3M,21.99
2021-04-25,Mozambique-Dhamra,Capesize,6M,22.43
2021-04-25,Mozambique-Dhamra,Capesize,1Y,21.97
2021-04-25,Mozambique-Gangavaram,Panamax,1M,24.31
2021-04-25,Mozambique-Gangavaram,Panamax,3M,24.68
2021-04-25,Mozambique-Gangavaram,Panamax,6M,23.85
2021-04-25,Mozambique-Gangavaram,Panamax,1Y,25.43
2021-04-25,Mozambique-Gangavaram,Capesize,1M,19.69
2021-04-25,Mozambique-Gangavaram,Capesize,3M,20.32
2021-04-25,Mozambique-Gangavaram,Capesize,6M,20.86
2021-04-25,Mozambique-Gangavaram,Capesize,1Y,20.81
2021-04-25,Mozambique-Gopalpur,Panamax,1M,23.01
2021-04-25,Mozambique-Gopalpur,Panamax,3M,23.91
2021-04-25,Mozambique-Gopalpur,Panamax,6M,23.24
2021-04-25,Mozambique-Gopalpur,Panamax,1Y,23.75
2021-04-25,Mozambique-Gopalpur,Capesize,1M,17.59
2021-04-25,Mozambique-Gopalpur,Capesize,3M,17.39
2021-04-25,Mozambique-Gopalpur,Capesize,6M,17.78
2021-04-25,Mozambique-Gopalpur,Capesize,1Y,18.53
2021-04-25,Mozambique-Haldia,Panamax,1M,21.26
2021-04-25,Mozambique-Haldia,Panamax,3M,20.23
2021-04-25,Mozambique-Haldia,Panamax,6M,21.44
2021-04-25,Mozambique-Haldia,Panamax,1Y,21.93
2021-04-25,Mozambique-Haldia,Capesize,1M,20.02
2021-04-25,Mozambique-Haldia,Capesize,3M,19.98
2021-04-25,Mozambique-Haldia,Capesize,6M,19.54
2021-04-25,Mozambique-Haldia,Capesize,1Y,20.49
2021-04-25,USA-Paradip,Panamax,1M,32.1
2021-04-25,USA-Paradip,Panamax,3M,31.45
2021-04-25,USA-Paradip,Panamax,6M,32.54
2021-04-25,USA-Paradip,Panamax,1Y,33.82
2021-04-25,USA-Paradip,Capesize,1M,33.92
2021-04-25,USA-Paradip,Capesize,3M,33.97
2021-04-25,USA-Paradip,Capesize,6M,35.32
2021-04-25,USA-Paradip,Capesize,1Y,35.67
2021-04-25,USA-Vizag,Panamax,1M,32.51
2021-04-25,USA-Vizag,Panamax,3M,32.28
2021-04-25,USA-Vizag,Panamax,6M,32.62
2021-04-25,USA-Vizag,Panamax,1Y,33.26
2021-04-25,USA-Vizag,Capesize,1M,30.57
2021-04-25,USA-Vizag,Capesize,3M,31.39
2021-04-25,USA-Vizag,Capesize,6M,30.81
2021-04-25,USA-Vizag,Capesize,1Y,32.3
2021-04-25,USA-Dhamra,Panamax,1M,34.22
2021-04-25,USA-Dhamra,Panamax,3M,34.94
2021-04-25,USA-Dhamra,Panamax,6M,35.79
2021-04-25,USA-Dhamra,Panamax,1Y,37.13
2021-04-25,USA-Dhamra,Capesize,1M,31.22
2021-04-25,USA-Dhamra,Capesize,3M,31.84
2021-04-25,USA-Dhamra,Capesize,6M,32.0
2021-04-25,USA-Dhamra,Capesize,1Y,33.24
2021-04-25,USA-Gangavaram,Panamax,1M,36.9
2021-04-25,USA-Gangavaram,Panamax,3M,37.1
2021-04-25,USA-Gangavaram,Panamax,6M,38.34
2021-04-25,USA-Gangavaram,Panamax,1Y,38.59
2021-04-25,USA-Gangavaram,Capesize,1M,36.69
2021-04-25,USA-Gangavaram,Capesize,3M,38.13
2021-04-25,USA-Gangavaram,Capesize,6M,38.15
2021-04-25,USA-Gangavaram,Capesize,1Y,38.33
2021-04-25,USA-Gopalpur,Panamax,1M,33.22
2021-04-25,USA-Gopalpur,Panamax,3M,34.21
2021-04-25,USA-Gopalpur,Panamax,6M,35.11
2021-04-25,USA-Gopalpur,Panamax,1Y,36.18
2021-04-25,USA-Gopalpur,Capesize,1M,30.56
2021-04-25,USA-Gopalpur,Capesize,3M,30.84
2021-04-25,USA-Gopalpur,Capesize,6M,30.5
2021-04-25,USA-Gopalpur,Capesize,1Y,30.82
2021-04-25,USA-Haldia,Panamax,1M,32.96
2021-04-25,USA-Haldia,Panamax,3M,31.89
2021-04-25,USA-Haldia,Panamax,6M,31.98
2021-04-25,USA-Haldia,Panamax,1Y,33.75
2021-04-25,USA-Haldia,Capesize,1M,31.09
2021-04-25,USA-Haldia,Capesize,3M,31.91
2021-04-25,USA-Haldia,Capesize,6M,31.74
2021-04-25,USA-Haldia,Capesize,1Y,33.27
2021-05-25,Australia-Paradip,Panamax,1M,17.07
2021-05-25,Australia-Paradip,Panamax,3M,17.01
2021-05-25,Australia-Paradip,Panamax,6M,17.29
2021-05-25,Australia-Paradip,Panamax,1Y,17.78
2021-05-25,Australia-Paradip,Capesize,1M,16.64
2021-05-25,Australia-Paradip,Capesize,3M,16.7
2021-05-25,Australia-Paradip,Capesize,6M,16.88
2021-05-25,Australia-Paradip,Capesize,1Y,17.48
2021-05-25,Australia-Vizag,Panamax,1M,15.64
2021-05-25,Australia-Vizag,Panamax,3M,16.26
2021-05-25,Australia-Vizag,Panamax,6M,16.02
2021-05-25,Australia-Vizag,Panamax,1Y,16.86
2021-05-25,Australia-Vizag,Capesize,1M,17.88
2021-05-25,Australia-Vizag,Capesize,3M,18.16
2021-05-25,Australia-Vizag,Capesize,6M,18.01
2021-05-25,Australia-Vizag,Capesize,1Y,18.65
2021-05-25,Australia-Dhamra,Panamax,1M,16.99
2021-05-25,Australia-Dhamra,Panamax,3M,16.41
2021-05-25,Australia-Dhamra,Panamax,6M,17.04
2021-05-25,Australia-Dhamra,Panamax,1Y,16.71
2021-05-25,Australia-Dhamra,Capesize,1M,16.26
2021-05-25,Australia-Dhamra,Capesize,3M,16.28
2021-05-25,Australia-Dhamra,Capesize,6M,16.52
2021-05-25,Australia-Dhamra,Capesize,1Y,16.68
2021-05-25,Australia-Gangavaram,Panamax,1M,18.89
2021-05-25,Australia-Gangavaram,Panamax,3M,18.67
2021-05-25,Australia-Gangavaram,Panamax,6M,18.43
2021-05-25,Australia-Gangavaram,Panamax,1Y,19.96
2021-05-25,Australia-Gangavaram,Capesize,1M,14.85
2021-05-25,Australia-Gangavaram,Capesize,3M,15.39
2021-05-25,Australia-Gangavaram,Capesize,6M,15.43
2021-05-25,Australia-Gangavaram,Capesize,1Y,15.8
2021-05-25,Australia-Gopalpur,Panamax,1M,14.0
2021-05-25,Australia-Gopalpur,Panamax,3M,13.87
2021-05-25,Australia-Gopalpur,Panamax,6M,13.89
2021-05-25,Australia-Gopalpur,Panamax,1Y,14.9
2021-05-25,Australia-Gopalpur,Capesize,1M,19.05
2021-05-25,Australia-Gopalpur,Capesize,3M,18.59
2021-05-25,Australia-Gopalpur,Capesize,6M,19.54
2021-05-25,Australia-Gopalpur,Capesize,1Y,19.21
2021-05-25,Australia-Haldia,Panamax,1M,15.79
2021-05-25,Australia-Haldia,Panamax,3M,16.36
2021-05-25,Australia-Haldia,Panamax,6M,16.89
2021-05-25,Australia-Haldia,Panamax,1Y,17.47
2021-05-25,Australia-Haldia,Capesize,1M,17.28
2021-05-25,Australia-Haldia,Capesize,3M,16.74
2021-05-25,Australia-Haldia,Capesize,6M,16.92
2021-05-25,Australia-Haldia,Capesize,1Y,17.34
2021-05-25,Indonesia-Paradip,Panamax,1M,12.63
2021-05-25,Indonesia-Paradip,Panamax,3M,12.63
2021-05-25,Indonesia-Paradip,Panamax,6M,12.7
2021-05-25,Indonesia-Paradip,Panamax,1Y,12.89
2021-05-25,Indonesia-Paradip,Capesize,1M,9.56
2021-05-25,Indonesia-Paradip,Capesize,3M,9.43
2021-05-25,Indonesia-Paradip,Capesize,6M,9.41
2021-05-25,Indonesia-Paradip,Capesize,1Y,9.92
2021-05-25,Indonesia-Vizag,Panamax,1M,10.78
2021-05-25,Indonesia-Vizag,Panamax,3M,10.81
2021-05-25,Indonesia-Vizag,Panamax,6M,10.77
2021-05-25,Indonesia-Vizag,Panamax,1Y,11.15
2021-05-25,Indonesia-Vizag,Capesize,1M,9.28
2021-05-25,Indonesia-Vizag,Capesize,3M,9.41
2021-05-25,Indonesia-Vizag,Capesize,6M,9.49
2021-05-25,Indonesia-Vizag,Capesize,1Y,9.97
2021-05-25,Indonesia-Dhamra,Panamax,1M,8.93
2021-05-25,Indonesia-Dhamra,Panamax,3M,9.13
2021-05-25,Indonesia-Dhamra,Panamax,6M,9.6
2021-05-25,Indonesia-Dhamra,Panamax,1Y,9.77
2021-05-25,Indonesia-Dhamra,Capesize,1M,9.23
2021-05-25,Indonesia-Dhamra,Capesize,3M,9.28
2021-05-25,Indonesia-Dhamra,Capesize,6M,9.2
2021-05-25,Indonesia-Dhamra,Capesize,1Y,9.55
2021-05-25,Indonesia-Gangavaram,Panamax,1M,13.06
2021-05-25,Indonesia-Gangavaram,Panamax,3M,13.0
2021-05-25,Indonesia-Gangavaram,Panamax,6M,13.4
2021-05-25,Indonesia-Gangavaram,Panamax,1Y,13.59
2021-05-25,Indonesia-Gangavaram,Capesize,1M,10.68
2021-05-25,Indonesia-Gangavaram,Capesize,3M,10.94
2021-05-25,Indonesia-Gangavaram,Capesize,6M,10.97
2021-05-25,Indonesia-Gangavaram,Capesize,1Y,10.98
2021-05-25,Indonesia-Gopalpur,Panamax,1M,11.05
2021-05-25,Indonesia-Gopalpur,Panamax,3M,10.97
2021-05-25,Indonesia-Gopalpur,Panamax,6M,11.58
2021-05-25,Indonesia-Gopalpur,Panamax,1Y,11.32
2021-05-25,Indonesia-Gopalpur,Capesize,1M,9.09
2021-05-25,Indonesia-Gopalpur,Capesize,3M,9.39
2021-05-25,Indonesia-Gopalpur,Capesize,6M,9.69
2021-05-25,Indonesia-Gopalpur,Capesize,1Y,9.55
2021-05-25,Indonesia-Haldia,Panamax,1M,10.51
2021-05-25,Indonesia-Haldia,Panamax,3M,10.44
2021-05-25,Indonesia-Haldia,Panamax,6M,10.59
2021-05-25,Indonesia-Haldia,Panamax,1Y,10.48
2021-05-25,Indonesia-Haldia,Capesize,1M,10.52
2021-05-25,Indonesia-Haldia,Capesize,3M,10.52
2021-05-25,Indonesia-Haldia,Capesize,6M,10.59
2021-05-25,Indonesia-Haldia,Capesize,1Y,10.93
2021-05-25,Russia-Paradip,Panamax,1M,23.51
2021-05-25,Russia-Paradip,Panamax,3M,24.16
2021-05-25,Russia-Paradip,Panamax,6M,24.8
2021-05-25,Russia-Paradip,Panamax,1Y,24.8
2021-05-25,Russia-Paradip,Capesize,1M,22.05
2021-05-25,Russia-Paradip,Capesize,3M,22.33
2021-05-25,Russia-Paradip,Capesize,6M,23.11
2021-05-25,Russia-Paradip,Capesize,1Y,22.79
2021-05-25,Russia-Vizag,Panamax,1M,20.58
2021-05-25,Russia-Vizag,Panamax,3M,21.13
2021-05-25,Russia-Vizag,Panamax,6M,21.26
2021-05-25,Russia-Vizag,Panamax,1Y,21.33
2021-05-25,Russia-Vizag,Capesize,1M,19.27
2021-05-25,Russia-Vizag,Capesize,3M,19.18
2021-05-25,Russia-Vizag,Capesize,6M,19.84
2021-05-25,Russia-Vizag,Capesize,1Y,20.37
2021-05-25,Russia-Dhamra,Panamax,1M,21.61
2021-05-25,Russia-Dhamra,Panamax,3M,22.1
2021-05-25,Russia-Dhamra,Panamax,6M,22.08
2021-05-25,Russia-Dhamra,Panamax,1Y,22.19
2021-05-25,Russia-Dhamra,Capesize,1M,23.43
2021-05-25,Russia-Dhamra,Capesize,3M,24.36
2021-05-25,Russia-Dhamra,Capesize,6M,24.18
2021-05-25,Russia-Dhamra,Capesize,1Y,24.08
2021-05-25,Russia-Gangavaram,Panamax,1M,25.72
2021-05-25,Russia-Gangavaram,Panamax,3M,25.8
2021-05-25,Russia-Gangavaram,Panamax,6M,25.45
2021-05-25,Russia-Gangavaram,Panamax,1Y,25.94
2021-05-25,Russia-Gangavaram,Capesize,1M,18.43
2021-05-25,Russia-Gangavaram,Capesize,3M,18.72
2021-05-25,Russia-Gangavaram,Capesize,6M,19.17
2021-05-25,Russia-Gangavaram,Capesize,1Y,19.55
2021-05-25,Russia-Gopalpur,Panamax,1M,23.79
2021-05-25,Russia-Gopalpur,Panamax,3M,23.3
2021-05-25,Russia-Gopalpur,Panamax,6M,24.67
2021-05-25,Russia-Gopalpur,Panamax,1Y,24.15
2021-05-25,Russia-Gopalpur,Capesize,1M,21.85
2021-05-25,Russia-Gopalpur,Capesize,3M,22.16
2021-05-25,Russia-Gopalpur,Capesize,6M,22.31
2021-05-25,Russia-Gopalpur,Capesize,1Y,23.08
2021-05-25,Russia-Haldia,Panamax,1M,21.61
2021-05-25,Russia-Haldia,Panamax,3M,21.82
2021-05-25,Russia-Haldia,Panamax,6M,21.71
2021-05-25,Russia-Haldia,Panamax,1Y,22.74
2021-05-25,Russia-Haldia,Capesize,1M,21.59
2021-05-25,Russia-Haldia,Capesize,3M,21.84
2021-05-25,Russia-Haldia,Capesize,6M,22.28
2021-05-25,Russia-Haldia,Capesize,1Y,23.03
2021-05-25,Mozambique-Paradip,Panamax,1M,20.04
2021-05-25,Mozambique-Paradip,Panamax,3M,20.57
2021-05-25,Mozambique-Paradip,Panamax,6M,20.21
2021-05-25,Mozambique-Paradip,Panamax,1Y,20.51
2021-05-25,Mozambique-Paradip,Capesize,1M,22.28
2021-05-25,Mozambique-Paradip,Capesize,3M,22.92
2021-05-25,Mozambique-Paradip,Capesize,6M,22.3
2021-05-25,Mozambique-Paradip,Capesize,1Y,23.07
2021-05-25,Mozambique-Vizag,Panamax,1M,21.29
2021-05-25,Mozambique-Vizag,Panamax,3M,22.22
2021-05-25,Mozambique-Vizag,Panamax,6M,22.02
2021-05-25,Mozambique-Vizag,Panamax,1Y,23.18
2021-05-25,Mozambique-Vizag,Capesize,1M,18.89
2021-05-25,Mozambique-Vizag,Capesize,3M,19.43
2021-05-25,Mozambique-Vizag,Capesize,6M,19.31
2021-05-25,Mozambique-Vizag,Capesize,1Y,20.37
2021-05-25,Mozambique-Dhamra,Panamax,1M,22.09
2021-05-25,Mozambique-Dhamra,Panamax,3M,22.67
2021-05-25,Mozambique-Dhamra,Panamax,6M,21.72
2021-05-25,Mozambique-Dhamra,Panamax,1Y,22.74
